tweet_id,timestamp,rating,retweet_count,favorite_count,breed,confidence,name,stages,source,text
826204788643753985,2017-01-30 23:05:46,13,1075,5361,Labrador_retriever,78,None,doggo,Twitter for iPhone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX"
825829644528148480,2017-01-29 22:15:05,12,2848,14025,Great_Pyrenees,85,Toby,none,Twitter for iPhone,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM
825535076884762624,2017-01-29 02:44:34,14,19669,56413,Rottweiler,68,None,puppo,Twitter for iPhone,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly https://t.co/6ao80wIpV1
825147591692263424,2017-01-28 01:04:51,13,5244,20181,Pekinese,35,Sweet,none,Twitter for iPhone,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD
825026590719483904,2017-01-27 17:04:02,12,1483,7020,Eskimo_dog,52,Pablo,puppo,Twitter for iPhone,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc"
824775126675836928,2017-01-27 00:24:48,12,4069,16508,Border_terrier,61,Scooter,none,Twitter for iPhone,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI
824663926340194305,2017-01-26 17:02:56,13,1993,11113,English_setter,52,Wilson,none,Twitter for iPhone,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM
824325613288833024,2017-01-25 18:38:36,13,11848,12999,Pembroke,99,None,pupper,Twitter for iPhone,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS
823939628516474880,2017-01-24 17:04:50,12,3123,11755,schipperke,23,Cash,none,Twitter for iPhone,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw
822872901745569793,2017-01-21 18:26:02,13,48265,132810,Lakeland_terrier,19,None,puppo,Twitter for iPhone,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc
822859134160621569,2017-01-21 17:31:20,12,2622,14576,malinois,33,Hobbes,none,Twitter for iPhone,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS
822610361945911296,2017-01-21 01:02:48,12,3423,16327,cocker_spaniel,66,None,none,Twitter for iPhone,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 https://t.co/mcagPeENIh
822489057087389700,2017-01-20 17:00:46,13,7390,20083,Samoyed,41,Paisley,none,Twitter for iPhone,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E
822462944365645825,2017-01-20 15:17:01,14,17209,31800,Pomeranian,96,Gabe,pupper,Twitter for iPhone,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO"
821886076407029760,2017-01-19 01:04:45,13,2692,12582,golden_retriever,26,Jimison,none,Twitter for iPhone,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV
821765923262631936,2017-01-18 17:07:18,13,1899,9317,golden_retriever,98,Duchess,doggo,Twitter for iPhone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52
821522889702862852,2017-01-18 01:01:34,13,2030,8871,Doberman,76,Harlso,none,Twitter for iPhone,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn
821407182352777218,2017-01-17 17:21:47,14,5053,13075,Irish_setter,50,Sundance,doggo,Twitter for iPhone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG
821149554670182400,2017-01-17 00:18:04,12,2320,9718,German_shepherd,51,Luca,none,Twitter for iPhone,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2
821107785811234820,2017-01-16 21:32:06,11,2487,10645,Pomeranian,85,None,doggo,Twitter for iPhone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl
821044531881721856,2017-01-16 17:20:45,12,2636,14021,Old_English_sheepdog,14,Flash,none,Twitter for iPhone,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu
820749716845686786,2017-01-15 21:49:15,13,11525,34984,golden_retriever,83,Sunny,none,Twitter for iPhone,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1
820314633777061888,2017-01-14 17:00:24,14,648,3706,Gordon_setter,94,None,none,Twitter for iPhone,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE"
819952236453363712,2017-01-13 17:00:21,13,1369,5927,American_Staffordshire_terrier,92,Oliver,puppo,Twitter for iPhone,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb"
819588359383371776,2017-01-12 16:54:26,13,2271,10606,Cardigan,54,Jazzy,none,Twitter for iPhone,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO
819347104292290561,2017-01-12 00:55:47,12,1383,8008,Rottweiler,90,Anna,none,Twitter for iPhone,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W
819227688460238848,2017-01-11 17:01:16,12,7733,25652,Border_terrier,48,Finn,none,Twitter for iPhone,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT
819004803107983360,2017-01-11 02:15:36,14,42228,95450,standard_poodle,35,Bo,doggo,Twitter for iPhone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1
818614493328580609,2017-01-10 00:24:38,12,2982,10971,Chihuahua,45,Bear,none,Twitter for iPhone,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8
818259473185828864,2017-01-09 00:53:55,12,2621,12197,miniature_schnauzer,36,Florence,none,Twitter for iPhone,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib
818145370475810820,2017-01-08 17:20:31,11,3014,13671,golden_retriever,62,Autumn,none,Twitter for iPhone,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z
817827839487737858,2017-01-07 20:18:46,13,31314,57622,cocker_spaniel,38,Buddy,none,Twitter for iPhone,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA
817777686764523521,2017-01-07 16:59:28,13,3084,11901,curly-coated_retriever,73,Dido,doggo,Twitter for iPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7"
817536400337801217,2017-01-07 01:00:41,12,3505,13105,pug,97,Eugene,none,Twitter for iPhone,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time https://t.co/jQUdvtdYMu"
817415592588222464,2017-01-06 17:00:38,11,1131,6267,Doberman,80,Strudel,none,Twitter for iPhone,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l https://t.co/O0ECL1StB2"
817171292965273600,2017-01-06 00:49:53,13,2326,9690,golden_retriever,29,Tebow,none,Twitter for iPhone,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw
817120970343411712,2017-01-05 21:29:55,13,3011,13367,Saluki,56,None,none,Twitter for iPhone,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T
817056546584727552,2017-01-05 17:13:55,11,1927,9517,kelpie,86,Chloe,none,Twitter for iPhone,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH
816816676327063552,2017-01-05 01:20:46,12,2361,11071,malamute,66,Timber,none,Twitter for iPhone,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9
816697700272001025,2017-01-04 17:27:59,12,2545,10905,Chihuahua,75,Binky,none,Twitter for iPhone,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF
816336735214911488,2017-01-03 17:33:39,11,2269,9564,Labrador_retriever,91,Dudley,none,Twitter for iPhone,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY
816091915477250048,2017-01-03 01:20:49,12,2500,9927,Pomeranian,96,Comet,none,Twitter for iPhone,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi
815990720817401858,2017-01-02 18:38:42,11,1207,5545,Chihuahua,42,Jack,none,Twitter for iPhone,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p"
815966073409433600,2017-01-02 17:00:46,13,9907,25057,Tibetan_mastiff,50,None,pupper,Twitter for iPhone,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k
815736392542261248,2017-01-02 01:48:06,11,2625,10937,Border_collie,54,Akumi,none,Twitter for iPhone,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0
815639385530101762,2017-01-01 19:22:38,12,1918,9161,German_shepherd,81,Titan,none,Twitter for iPhone,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm https://t.co/bLZuOh9sKy
814986499976527872,2016-12-31 00:08:17,11,1505,8485,dalmatian,99,Cooper,pupper,Twitter for iPhone,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8
814638523311648768,2016-12-30 01:05:33,12,3130,12511,golden_retriever,65,Olivia,none,Twitter for iPhone,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop https://t.co/0LdNjoiNbv
814530161257443328,2016-12-29 17:54:58,12,2156,9629,miniature_poodle,62,Alf,none,Twitter for iPhone,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G
814153002265309185,2016-12-28 16:56:16,12,10080,32000,golden_retriever,49,Oshie,none,Twitter for iPhone,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning https://t.co/YIJo7X7K9J
813910438903693312,2016-12-28 00:52:25,11,2194,10342,Siberian_husky,69,Chubbs,doggo,Twitter for iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf
813812741911748608,2016-12-27 18:24:12,14,16267,40402,French_bulldog,70,Gary,none,Twitter for iPhone,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher. 14/10 RIP https://t.co/uBnQTNEeGg"
813800681631023104,2016-12-27 17:36:16,12,2060,9300,malamute,50,Sky,none,Twitter for iPhone,This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1
813217897535406080,2016-12-26 03:00:30,13,8476,20783,Samoyed,90,Atlas,none,Twitter for iPhone,Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81
813202720496779264,2016-12-26 02:00:11,11,2090,10192,cocker_spaniel,70,None,doggo,Twitter for iPhone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn
813187593374461952,2016-12-26 01:00:05,13,5096,22085,golden_retriever,88,None,none,Twitter for iPhone,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ
813142292504645637,2016-12-25 22:00:04,13,2728,9361,beagle,84,None,none,Twitter for iPhone,Everybody stop what you're doing and look at this dog with her tiny Santa hat. 13/10 https://t.co/KK4XQK9SPi
813127251579564032,2016-12-25 21:00:18,11,3652,13242,Norwegian_elkhound,43,None,doggo,Twitter for iPhone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA
813096984823349248,2016-12-25 19:00:02,11,4207,11694,Great_Dane,12,Rocky,doggo,Twitter for iPhone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu
813081950185472002,2016-12-25 18:00:17,11,3220,10989,Doberman,90,Baron,none,Twitter for iPhone,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly https://t.co/PjulYEXTvg
813066809284972545,2016-12-25 17:00:08,12,2276,8865,toy_terrier,77,Tyr,none,Twitter for iPhone,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time. 12/10 hurry up pup https://t.co/syuTXARdtN
813051746834595840,2016-12-25 16:00:16,13,8503,23337,golden_retriever,91,Bauer,none,Twitter for iPhone,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl
812781120811126785,2016-12-24 22:04:54,10,2191,8380,bull_mastiff,98,Swagger,none,Twitter for iPhone,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10 https://t.co/lXFM1l22bG
812709060537683968,2016-12-24 17:18:34,12,1665,7373,Irish_setter,32,Brandi,none,Twitter for iPhone,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp
812372279581671427,2016-12-23 19:00:19,13,4252,15224,golden_retriever,78,Moe,none,Twitter for iPhone,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af https://t.co/gCnAeL2mvT
811744202451197953,2016-12-22 01:24:33,13,1884,8429,Pekinese,38,Halo,none,Twitter for iPhone,This is Halo. She likes watermelon. 13/10 https://t.co/TZkiQZqwA6
811627233043480576,2016-12-21 17:39:46,10,3650,14265,beagle,39,Augie,none,Twitter for iPhone,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn
811386762094317568,2016-12-21 01:44:13,11,7444,23302,Pembroke,80,Craig,pupper,Twitter for iPhone,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy
810896069567610880,2016-12-19 17:14:23,11,2090,10093,flat-coated_retriever,82,Hunter,none,Twitter for iPhone,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV"
810657578271330305,2016-12-19 01:26:42,11,3057,12192,malamute,75,Pavlov,none,Twitter for iPhone,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue https://t.co/MXd0AGDsRJ
810284430598270976,2016-12-18 00:43:57,13,13369,39640,malamute,62,Phil,none,Twitter for iPhone,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu
810254108431155201,2016-12-17 22:43:27,12,3901,16380,Staffordshire_bullterrier,29,Gus,none,Twitter for iPhone,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https://t.co/DrsrQkEfnb"
809920764300447744,2016-12-17 00:38:52,10,4521,17250,Norwich_terrier,39,None,none,Twitter for iPhone,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https://t.co/HIraYS1Bzo"
809448704142938112,2016-12-15 17:23:04,12,1696,7727,Greater_Swiss_Mountain_dog,37,None,none,Twitter for iPhone,"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo"
809220051211603969,2016-12-15 02:14:29,12,6554,22246,Pomeranian,81,Kyro,none,Twitter for iPhone,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately https://t.co/wHu15q2Q6p
809084759137812480,2016-12-14 17:16:53,11,4046,14685,vizsla,91,Wallace,none,Twitter for iPhone,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed https://t.co/nadm8yWZ4h"
808838249661788160,2016-12-14 00:57:20,13,3536,11271,Rottweiler,36,Ito,none,Twitter for iPhone,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13
808501579447930884,2016-12-13 02:39:32,12,3007,12595,Airedale,45,Koda,none,Twitter for iPhone,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 https://t.co/SQhyqrr8px
808106460588765185,2016-12-12 00:29:28,12,2525,9701,golden_retriever,42,None,doggo,Twitter for iPhone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho
808001312164028416,2016-12-11 17:31:39,12,4098,14015,Labrador_retriever,73,Cooper,none,Twitter for iPhone,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester https://t.co/O9iGgvfuzl
807621403335917568,2016-12-10 16:22:02,14,4288,16236,golden_retriever,87,Ollie,pupper,Twitter for iPhone,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4
807106840509214720,2016-12-09 06:17:20,13,56625,107015,Chihuahua,50,Stephan,none,Twitter for iPhone,This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d
807010152071229440,2016-12-08 23:53:08,12,4418,14514,golden_retriever,61,Lennon,none,Twitter for iPhone,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop https://t.co/fhgP6vSfhX
806542213899489280,2016-12-07 16:53:43,11,2752,11363,vizsla,93,Waffles,none,Twitter for iPhone,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h
806219024703037440,2016-12-06 19:29:28,11,1388,7145,chow,83,none,none,Twitter for iPhone,We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating... 11/10 https://t.co/IZidSrBvhi
805932879469572096,2016-12-06 00:32:26,12,2209,9178,Norwegian_elkhound,65,Major,none,Twitter for iPhone,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10 https://t.co/Zcwr8LgoO8
805826884734976000,2016-12-05 17:31:15,12,2132,7335,Siberian_husky,24,Duke,none,Twitter for iPhone,This is Duke. He is not a fan of the pupporazzi. 12/10 https://t.co/SgpBVYIL18
805520635690676224,2016-12-04 21:14:20,13,1905,6368,malinois,64,Zeke,none,Twitter for iPhone,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke https://t.co/zacX7S6GyJ
805207613751304193,2016-12-04 00:30:29,12,1972,8680,Pembroke,24,Shooter,none,Twitter for iPhone,This is Shooter. He's doing quite the snowy zoom. 12/10 https://t.co/lHy4Xbyhd9
804738756058218496,2016-12-02 17:27:25,12,4480,15326,Tibetan_mastiff,91,Django,none,Twitter for iPhone,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10 https://t.co/kQVQoOW9NZ
803773340896923648,2016-11-30 01:31:12,12,3220,11203,miniature_pinscher,81,Diogi,puppo,Twitter for iPhone,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt
803638050916102144,2016-11-29 16:33:36,13,4828,12270,Labrador_retriever,37,None,pupper,Twitter for iPhone,Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX
803276597545603072,2016-11-28 16:37:19,11,2887,11207,Pembroke,45,Winston,none,Twitter for iPhone,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck https://t.co/jxQhxoPsgL
802952499103731712,2016-11-27 19:09:28,12,2336,10085,chow,94,Marley,none,Twitter for iPhone,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh
802572683846291456,2016-11-26 18:00:13,12,2926,9959,golden_retriever,61,Winnie,none,Twitter for iPhone,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution https://t.co/EFfLCP7oQv
802265048156610565,2016-11-25 21:37:47,11,1573,7039,Labrador_retriever,89,None,doggo,Twitter for iPhone,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze"
802239329049477120,2016-11-25 19:55:35,12,3040,10132,Eskimo_dog,48,Loki,puppo,Twitter for iPhone,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87
801958328846974976,2016-11-25 01:18:59,12,1992,8608,Staffordshire_bullterrier,32,Ronnie,none,Twitter for iPhone,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65
801538201127157760,2016-11-23 21:29:33,12,2391,9141,Pembroke,55,Wallace,none,Twitter for iPhone,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe
801167903437357056,2016-11-22 20:58:07,13,6961,27386,cocker_spaniel,74,Milo,none,Twitter for iPhone,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey
801115127852503040,2016-11-22 17:28:25,12,2429,8992,dalmatian,82,Bones,doggo,Twitter for iPhone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj
800751577355128832,2016-11-21 17:23:47,12,3214,11701,cocker_spaniel,77,Mauve,none,Twitter for iPhone,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10 https://t.co/4UwCTW3lXG
800513324630806528,2016-11-21 01:37:04,11,3495,14685,Pembroke,82,Chef,none,Twitter for iPhone,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm
800388270626521089,2016-11-20 17:20:08,12,3265,12456,golden_retriever,35,Doc,floofer,Twitter for iPhone,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5
800141422401830912,2016-11-20 00:59:15,13,2980,17092,golden_retriever,93,Peaches,none,Twitter for iPhone,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg
799757965289017345,2016-11-18 23:35:32,13,2506,9390,Border_collie,44,Sobe,doggo,Twitter for iPhone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1
799422933579902976,2016-11-18 01:24:14,12,2213,8965,miniature_pinscher,58,Longfellow,none,Twitter for iPhone,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 12/10 would hug softly https://t.co/bpLuQuxzHZ
799297110730567681,2016-11-17 17:04:16,11,3227,11065,malamute,98,Jeffrey,none,Twitter for iPhone,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet https://t.co/YDtZcAiMAf
799063482566066176,2016-11-17 01:35:54,11,2863,9058,Norfolk_terrier,33,Mister,none,Twitter for iPhone,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm
798933969379225600,2016-11-16 17:01:16,12,5203,14712,Siberian_husky,70,Iroh,none,Twitter for iPhone,This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL
798925684722855936,2016-11-16 16:28:21,11,1663,8246,West_Highland_white_terrier,53,Shadow,none,Twitter for iPhone,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow https://t.co/8yvpacwBcu
798209839306514432,2016-11-14 17:03:50,13,2954,11548,Pekinese,52,Cooper,none,Twitter for iPhone,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81
797971864723324932,2016-11-14 01:18:12,12,3652,13018,American_Staffordshire_terrier,48,None,pupper,Twitter for iPhone,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af https://t.co/GRWPgNKt2z
797545162159308800,2016-11-12 21:02:38,12,5656,16198,Pembroke,95,Cassie,none,Twitter for iPhone,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB
797236660651966464,2016-11-12 00:36:46,12,7726,22328,collie,76,Pancake,none,Twitter for iPhone,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi
796865951799083009,2016-11-11 00:03:42,12,2198,8564,Cardigan,83,Tyr,none,Twitter for iPhone,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet https://t.co/Jgnuiyvq06
796759840936919040,2016-11-10 17:02:03,11,3562,13256,American_Staffordshire_terrier,46,Romeo,none,Twitter for iPhone,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI
796116448414461957,2016-11-08 22:25:27,11,2813,10139,Cardigan,70,None,none,Twitter for iPhone,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10 https://t.co/7i0bDMbrVN
795464331001561088,2016-11-07 03:14:10,13,27728,55683,golden_retriever,19,None,doggo,Twitter for iPhone,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz
794332329137291264,2016-11-04 00:15:59,12,3088,10686,Samoyed,98,Nimbus,none,Twitter for iPhone,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU
793962221541933056,2016-11-02 23:45:19,12,5711,18910,Labrador_retriever,86,Maximus,none,Twitter for iPhone,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR
793845145112371200,2016-11-02 16:00:06,13,2187,10295,Old_English_sheepdog,76,Clark,none,Twitter for iPhone,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5
793601777308463104,2016-11-01 23:53:02,12,1908,8926,miniature_pinscher,53,Dobby,none,Twitter for iPhone,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv
793500921481273345,2016-11-01 17:12:16,12,2786,11953,golden_retriever,32,Fiona,none,Twitter for iPhone,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN
